name,slug,address,city,state,zip,phone,hours,rating,reviews,website,services,featured,,,,,
Bugs Towing,806 Nichols Blvd,Colorado Springs,CO,80907,1 719-640-2416,https://www.bugstowing.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.1,1066,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.8825559,-104.8099545
Parker Towing,18800 E Clarke Rd UNIT 101,Parker,CO,80134,1 303-841-9161,https://www.parkertowingservice.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.3,262,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.5231051,-104.7703095
"Colorado Roadside Services, LLC",204 8th St unit# B,Dacono,CO,80514,1 303-956-2421,http://www.facebook.com/coloradoroadsideservices,4.6,46,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",40.0874108,-104.9394257
D&J Towing,30495 Bryant Dr,Evergreen,CO,80439,1 303-879-7530,https://www.towingevergreenco.com/,4.7,678,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.6510418,-105.3461376
All Mountain Towing and Recovery LLC,7867 Commanche Rd,Hartsel,CO,80449,1 970-389-1278,,4.6,163,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.9409964,-105.7249599
Leo's Towing,2525 S Broadway,Denver,CO,80210,1 303-999-8039,https://leostowing.net/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.6,236,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.6707228,-104.9879366
Grand Prix Motors Towing,90 Federal Rd,Danbury,CT,6810,1 203-743-3737,https://towingdanbury.com/,4.7,281,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.4110956,-73.4278088
Lakeville Towing,330 Candlewood Lake Rd,Brookfield,CT,6804,1 203-942-1324,https://lakevilletowing.com/,4.8,2408,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.4728782,-73.4309353
"Connecticut Towing, LLC",,,,,1 203-292-5904,https://cttow.pro/,5,6,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.2060801,-73.2407895
Stamford Towing,130 Lenox Ave,Stamford,CT,6906,1 203-550-2585,http://www.stamfordtowing.com/,4,31,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.0698391,-73.510636
Big Sam's Towing,5 Grant St,Bridgeport,CT,6610,1 203-886-6740,https://bigsamstowingllc.com/,4.6,103,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.189561,-73.1714168
KT TOWING CT,470 Ella T Grasso Blvd,New Haven,CT,6519,1 203-913-8280,,4.4,35,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.2925993,-72.9437959
CT Auto & Towing LLC,42 Jansen Ct,West Hartford,CT,6110,1 860-216-5474,http://www.ctautoandtowing.com/,4.1,256,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""9AM-2PM""]","[""Closed""]",41.7227633,-72.72997
Eastwood Towing Inc.,3080 E Main St,Waterbury,CT,6705,1 203-754-4171,https://eastwoodtowingct.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.1,212,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.5456322,-72.9852013
Tow Bros,26 Fiske St,Waterbury,CT,6710,1 860-735-1566,https://towbroservice.com/,4.8,55,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.5707102,-73.0493948
CT Roadside Group,100 Avalon Gates,Trumbull,CT,6611,1 203-941-0301,http://www.ctroadsidegroup.com/,4.4,19,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.2275312,-73.1908041
One Source Towing & Repair LLC,509 Laurel St,East Haven,CT,6512,1 475-441-7107,https://onesourcetowing.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.4,206,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.3010673,-72.8646926
Waterbury Towing & Recovery INC,77 Washington Ave,Waterbury,CT,6708,1 203-754-3313,,3,203,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.5438232,-73.0393492
Untouchable Towing,170 N Main St Suite B,Middletown,CT,6457,1 860-398-2867,https://untouchabletowingandautorepair.com/,4.3,279,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.5708306,-72.6574902
Quality Towing & Auto Repair,271 Post Rd E,Westport,CT,6880,1 203-557-8640,http://www.qualitytowservices.com/,3.7,134,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.1413247,-73.3560294
Norwalk Towing,1 Indiana Pl,Norwalk,CT,6854,1 203-354-7100,http://towtrucknorwalkct.com/,4.4,39,"[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]",41.0894714,-73.4289996
Brownie's Towing & Recovery,190 Danbury Rd Unit C,New Milford,CT,6776,1 860-350-0845,http://browniestowing.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.1,49,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.548046,-73.420126
A7 Towing Services,991 Dixwell Ave,Hamden,CT,6514,1 475-219-4726,https://automotive7.com/pages/towing-new,4.6,41,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.340283,-72.9342912
CT. Automotive LLC,74 Thomaston Rd,Litchfield,CT,6759,1 860-489-4555,https://towtruck-now.com/,4.8,65,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.771743,-73.118338
Lone Star Repair Service,780 Pacific St,Stamford,CT,6902,1 203-327-4240,http://www.lonestartow.com/,3.8,259,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.0404753,-73.5392485
East Coast Towing,"20 Lafayette St, Stamford, CT 06902 &, 25 Taff Avenue",Stamford,CT,6902,1 203-323-3125,,3,111,"[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""7:30AM-3:30PM""]","[""Closed""]","[""Closed""]",41.0544589,-73.5275108
Delaware Towing Service,1000 S Market St #2,Wilmington,DE,19801,1 302-241-5804,http://detowingservice.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,3.8,32,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.723263,-75.5551902
4 Points Towing & Roadside Service,5494 Willow Grove Rd,Camden,DE,19934,1 302-757-5197,https://4pointstowing.com/,4.9,981,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.0490129,-75.6490953
Holly Oak Towing & Service Center,5107 Governor Printz Blvd,Wilmington,DE,19809,1 302-792-1500,http://hollyoaktowing.com/,4.7,405,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.75815,-75.4927682
Coastal Towing,33012 Cedar Grove Rd,Lewes,DE,19958,1 302-645-6300,https://coastaltowingandautode.com/,3.7,202,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-12PM""]","[""Closed""]",38.719087,-75.167584
TM Towing & Recovery,10 Tyrone Ave,New Castle,DE,19720,1 302-991-0866,http://tmtowingrepairs.com/,4.8,102,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.7133617,-75.56668
Mc Kinney's Towing & Road Services,5336 N Dupont Hwy,Dover,DE,19901,1 302-734-7584,https://mckinneystowing.com/,4.3,136,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.222229,-75.5753326
Craig's Towing 24/7 towing,736 Grantham Ln,New Castle,DE,19720,1 302-276-5997,https://www.craigstowing-recoveryde.com/,4.3,39,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.6490517,-75.6006353
FIRST STATE TOWING,424 Old Airport Rd,New Castle,DE,19720,1 302-994-9244,http://www.firststatetowing.com/,3.4,101,"[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""10AM-2PM""]","[""Closed""]",39.6985079,-75.614686
Zee Towing,1 Sandalwood Dr,Newark,DE,19713,1 302-494-5241,,4.4,77,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.669081,-75.6914737
Prime Towing & Recovery,13 Millside Dr Suite A,Wilmington,DE,19801,1 302-357-3622,,4.6,20,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.7213326,-75.5541213
Encore Towing & Transporting,20232 Reynolds Pond Rd,Ellendale,DE,19941,1 302-236-2983,http://encoretowing.com/%3Futm_source%3Dgmb%26utm_medium%3Dreferral,4.9,93,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.8070704,-75.3952517
GIR Towing & Recovery Transport,4128 Forrest Ave,Dover,DE,19904,1 302-724-2553,,4.9,70,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.1561412,-75.6166715
Stokes Towing & Recovery LLC,74 Albe Dr Unit 9,Newark,DE,19702,1 302-507-8532,,4.3,23,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.6504065,-75.7116621
Aki's Allied,603 W Division St,Dover,DE,19904,1 833-599-2547,http://dovertowtruck.com/,4.9,121,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.1599635,-75.5339482
Sussex Towing LLC,307 S Railroad Ave,Georgetown,DE,19947,1 302-542-0224,https://sussextowing.com/,4.7,7,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.690745,-75.377429
Nacho Transports llc Towing & Recovery,143 E Main St,Middletown,DE,19709,1 302-893-0773,,5,29,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.4500362,-75.7129729
First State Chevrolet Towing,22694 Dupont Blvd,Georgetown,DE,19947,1 302-752-3299,http://www.firststatechevy.com/,4,38,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.670305,-75.386304
Harris Towing Group - Towing & Recovery Dover,5360 N Dupont Hwy,Dover,DE,19901,1 302-208-6300,https://www.harristowing.com/,4.3,75,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",39.2229674,-75.575611
AV A Towing LLC,691 Jenkins Pond Rd,Milford,DE,19963,1 407-709-6824,,4.2,35,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.9594289,-75.4224321
M.A.G. Towing & Auto Service Center (Frankford),35001 Roxana Rd,Frankford,DE,19945,1 302-381-7654,http://magtowingandauto.com/,3.9,146,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.4985389,-75.1663818
Florida Tow LLC,11713 US-92,Seffner,FL,33584,1 813-352-0586,https://floridatowllc.com/,4.9,1729,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.0015693,-82.3012109
Florida Wrecker Sales,5620 E M.L.K. Jr Blvd,Tampa,FL,33619,1 813-626-2144,http://www.flwrecker.com/,4.5,118,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",27.9822452,-82.392227
All Florida Towing,1107 Old Dixie Hwy,Lake Park,FL,33403,1 561-840-9300,https://allfloridatowing.com/,4.2,90,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",26.7993648,-80.0744694
East Florida Towing & Recovery,161 W Landstreet Rd,Orlando,FL,32824,1 407-608-9400,,4.7,58,"[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""7AM-5PM""]","[""Closed""]","[""Closed""]",28.4366049,-81.3789153
Florida Towing,4160 54th Ave N,St. Petersburg,FL,33714,1 727-623-2706,http://floridatowing.pro/,3.6,14,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",27.820802,-82.68919
Meyer's Towing Inc.,1925 FL-60,Lake Wales,FL,33859,1 863-676-7666,http://www.meyerstowing.com/,4.1,223,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""Closed""]","[""Closed""]",27.9037804,-81.620343
PRESIDENTIAL TOWING,4131 FL-60,Lake Wales,FL,33898,1 863-440-1166,,4.7,52,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",27.8945582,-81.5211767
Orange State Towing & Recovery,1125 E Duval St,Lake City,FL,32025,1 386-365-8733,http://orangestatetowing.net/,5,436,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.1897056,-82.6207719
"Southwest Florida Recovery & Towing, Inc. D.B.A Affordable Asset Recovery Solutions Inc.",3119 Clark Rd,Sarasota,FL,34231,1 941-400-6491,http://www.floridatowingandrecovery.com/,4.7,24,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-12PM""]","[""Closed""]",27.2696909,-82.5070915
Osceola Towing service LLC,,,,,1 407-338-5492,https://osceolatowingservicellc.com/,5,40,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.481232,-81.3427941
Servicio de Grua israel,730 Franklin Ln,Orlando,FL,32801,1 689-208-0290,https://serviciodegruaisrael.com/,5,1,"[""9AM-11PM""]","[""9AM-11PM""]","[""9AM-11PM""]","[""9AM-11PM""]","[""9AM-11PM""]","[""9AM-11PM""]","[""9AM-11PM""]",28.5327064,-81.3820858
Double M Towing of Florida Inc,1453 42nd St NW,Winter Haven,FL,33881,1 863-307-7985,https://sites.google.com/afterhrsmc.com/doublemtowingofflorida/home,5,7,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.0413476,-81.7762113
All Auto Towing Inc.,1331 W Central Blvd,Orlando,FL,32805,1 321-333-5765,http://allautotowinginc.wixsite.com/aati,4,945,"[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]","[""9AM-5PM""]",28.5422558,-81.3984905
Maximum Towing and Transport of Central Florida,110 Spirit Lake Rd unit 13,Winter Haven,FL,33880,1 863-656-1025,https://www.maximumtowingteam.com/,4.8,37,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.0233984,-81.776751
Good Hooks Towing Services,6613 Mission Club Blvd,Orlando,FL,32821,1 954-512-3922,https://goodhookstowing.com/,4.9,157,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",28.3876415,-81.4723106
DLJ Towing & Roadside Assistance Orlando Tow Truck,600 Ring Rd lot 1,Orlando,FL,32811,1 407-558-8238,https://dljtowingandroadsideassistance.com/,4.7,255,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""Closed""]",28.534901,-81.451871
Towing Service Miami LLC,935 SW 11th Ave apt 2,Miami,FL,33130,1 786-449-1714,https://towtruck247nearme.com/lander,4.9,97,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",25.7642253,-80.2124742
Target Recovery & Towing,3745 N Florida Ave,Tampa,FL,33603,1 813-221-6800,https://www.targetrt.com/,1.4,173,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",27.9792576,-82.4596241
Fort Lauderdale Towing Services,2940 SW 84th Ave,Davie,FL,33328,1 954-709-0613,https://fortlauderdaletowingservice.net/,4.9,160,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",26.0837035,-80.2600403
"Towing Florida, LLC",8950 SW 74th Ct,Miami,FL,33156,1 888-688-3017,https://www.towingflorida.com/,4.9,43,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",25.68704,-80.3155361
Marietta Wrecker Service,950 Allgood Rd NE,Marietta,GA,30062,1 770-765-1941,https://www.mariettawrecker.com/,4.8,3862,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.973337,-84.526324
Tow Man Tow Truck & Roadside Assistance,235 Scott St NW,Atlanta,GA,30314,1 943-996-9583,https://towmantowtruckandroadassistance.weebly.com/,5,109,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.7615699,-84.431995
AZ roadside assistance tow truck service,5436 Riverdale Rd Suite 125-Z,Atlanta,GA,30349,1 470-907-2207,http://azroadsideassistance.weebly.com/,5,482,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.6066533,-84.4347033
"Central Georgia Towing & Recovery, LLC",930 N Elbert St,Milledgeville,GA,31061,1 478-414-1885,https://www.facebook.com/Centralgatowing,4.4,81,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.0938286,-83.2275886
Georgia State Towing,2289 Beecher Rd SW,Atlanta,GA,30311,1 470-343-5324,https://www.instagram.com/georgiastatetowing%3Figsh%3DZnhyZG5lM3c1eHFh,4.8,49,"[""7AM-2AM""]","[""7AM-2AM""]","[""7AM-2AM""]","[""7AM-2AM""]","[""7AM-2AM""]","[""7AM-2AM""]","[""7AM-2AM""]",33.727364,-84.4637833
Tow-It-All Towing,409 Mayfield Dr,Monroe,GA,30655,1 678-410-9187,http://towitallga.com/,5,312,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.8020616,-83.7275094
Ocho Rios towing transport and repair inc.,2093 Rock Chapel Rd,Lithonia,GA,30058,1 678-860-0701,http://ochoriostowinginc.com/,5,240,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.7306262,-84.0919478
Star Towing,6980 GA-85 c2,Riverdale,GA,30274,1 470-776-9345,https://startowing.weebly.com/,5,1094,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",33.5642716,-84.414046
